africa,0,M,18037
africa,5,M,41907
africa,10,M,49455
africa,15,M,62481
africa,20,M,83434
africa,25,M,106858
africa,30,M,132450
africa,35,M,133700
africa,40,M,133054
africa,45,M,119856
africa,50,M,102533
africa,55,M,88475
africa,60,M,66240
africa,65,M,41958
africa,70,M,24822
africa,75,M,11310
africa,80,M,7208
africa,85,M,3192
africa,90,M,927
africa,95,M,230
africa,0,F,17632
africa,5,F,40659
africa,10,F,45639
africa,15,F,60159
africa,20,F,82855
africa,25,F,106468
africa,30,F,130097
africa,35,F,133068
africa,40,F,124839
africa,45,F,104394
africa,50,F,83920
africa,55,F,69967
africa,60,F,54951
africa,65,F,38677
africa,70,F,25023
africa,75,F,15009
africa,80,F,9494
africa,85,F,5285
africa,90,F,2215
africa,95,F,700
canada,0,M,5142
canada,5,M,8340
canada,10,M,11195
canada,15,M,15930
canada,20,M,21864
canada,25,M,27342
canada,30,M,28269
canada,35,M,31680
canada,40,M,34839
canada,45,M,34825
canada,50,M,38748
canada,55,M,42202
canada,60,M,39870
canada,65,M,34070
canada,70,M,29333
canada,75,M,19760
canada,80,M,12834
canada,85,M,7419
canada,90,M,3724
canada,95,M,827
canada,0,F,5361
canada,5,F,7109
canada,10,F,10332
canada,15,F,14686
canada,20,F,20396
canada,25,F,27114
canada,30,F,31216
canada,35,F,32867
canada,40,F,37232
canada,45,F,39424
canada,50,F,40059
canada,55,F,44352
canada,60,F,44713
canada,65,F,41882
canada,70,F,34465
canada,75,F,27390
canada,80,F,19880
canada,85,F,15891
canada,90,F,10685
canada,95,F,2267
central_america,0,M,22056
central_america,5,M,37527
central_america,10,M,54428
central_america,15,M,93621
central_america,20,M,131751
central_america,25,M,183018
central_america,30,M,235024
central_america,35,M,262313
central_america,40,M,224685
central_america,45,M,187617
central_america,50,M,147261
central_america,55,M,113510
central_america,60,M,80549
central_america,65,M,52430
central_america,70,M,30245
central_america,75,M,17111
central_america,80,M,9337
central_america,85,M,4506
central_america,90,M,2012
central_america,95,M,526
central_america,0,F,21065
central_america,5,F,33723
central_america,10,F,50616
central_america,15,F,76883
central_america,20,F,99680
central_america,25,F,142624
central_america,30,F,190072
central_america,35,F,216178
central_america,40,F,192836
central_america,45,F,173163
central_america,50,F,149046
central_america,55,F,127934
central_america,60,F,103178
central_america,65,F,71461
central_america,70,F,49168
central_america,75,F,29841
central_america,80,F,21043
central_america,85,F,12407
central_america,90,F,7697
central_america,95,F,873
china,0,M,10053
china,5,M,21933
china,10,M,23071
china,15,M,51577
china,20,M,103083
china,25,M,118441
china,30,M,107719
china,35,M,94904
china,40,M,98995
china,45,M,107556
china,50,M,109884
china,55,M,101407
china,60,M,94816
china,65,M,82212
china,70,M,50899
china,75,M,40353
china,80,M,31483
china,85,M,15337
china,90,M,9538
china,95,M,1122
china,0,F,9137
china,5,F,24495
china,10,F,46861
china,15,F,76483
china,20,F,110134
china,25,F,129742
china,30,F,126707
china,35,F,125099
china,40,F,136004
china,45,F,144885
china,50,F,142195
china,55,F,123283
china,60,F,117776
china,65,F,94758
china,70,F,64096
china,75,F,47124
china,80,F,35092
china,85,F,22613
china,90,F,14283
china,95,F,2313
cuba,0,M,2891
cuba,5,M,6636
cuba,10,M,11310
cuba,15,M,20400
cuba,20,M,23806
cuba,25,M,36715
cuba,30,M,42309
cuba,35,M,43138
cuba,40,M,55995
cuba,45,M,65602
cuba,50,M,74228
cuba,55,M,64364
cuba,60,M,52618
cuba,65,M,41576
cuba,70,M,34980
cuba,75,M,30465
cuba,80,M,21791
cuba,85,M,14731
cuba,90,M,4370
cuba,95,M,3359
cuba,0,F,2924
cuba,5,F,5573
cuba,10,F,11842
cuba,15,F,18612
cuba,20,F,25049
cuba,25,F,34473
cuba,30,F,37630
cuba,35,F,36845
cuba,40,F,49708
cuba,45,F,56224
cuba,50,F,63692
cuba,55,F,62887
cuba,60,F,52317
cuba,65,F,48126
cuba,70,F,42931
cuba,75,F,40499
cuba,80,F,34317
cuba,85,F,23864
cuba,90,F,9088
cuba,95,F,7396
england,0,M,1668
england,5,M,2995
england,10,M,4130
england,15,M,4793
england,20,M,8350
england,25,M,10090
england,30,M,12433
england,35,M,13651
england,40,M,13535
england,45,M,19518
england,50,M,21704
england,55,M,21726
england,60,M,18718
england,65,M,13381
england,70,M,13250
england,75,M,7995
england,80,M,5680
england,85,M,3071
england,90,M,1630
england,95,M,334
england,0,F,1758
england,5,F,3276
england,10,F,4087
england,15,F,5309
england,20,F,7530
england,25,F,8508
england,30,F,8645
england,35,F,10272
england,40,F,12174
england,45,F,17594
england,50,F,20918
england,55,F,19656
england,60,F,17926
england,65,F,15979
england,70,F,18694
england,75,F,16006
england,80,F,12208
england,85,F,7616
england,90,F,5823
england,95,F,1429
germany,0,M,7249
germany,5,M,10885
germany,10,M,13171
germany,15,M,17547
germany,20,M,25003
germany,25,M,41145
germany,30,M,42326
germany,35,M,39297
germany,40,M,36382
germany,45,M,45818
germany,50,M,49478
germany,55,M,49473
germany,60,M,39050
germany,65,M,33686
germany,70,M,23899
germany,75,M,15770
germany,80,M,11348
germany,85,M,7839
germany,90,M,3846
germany,95,M,989
germany,0,F,6238
germany,5,F,10047
germany,10,F,13231
germany,15,F,20553
germany,20,F,26405
germany,25,F,39647
germany,30,F,45407
germany,35,F,41310
germany,40,F,40930
germany,45,F,48374
germany,50,F,58763
germany,55,F,58863
germany,60,F,46181
germany,65,F,42918
germany,70,F,41721
germany,75,F,42860
germany,80,F,30481
germany,85,F,19962
germany,90,F,10743
germany,95,F,2792
india,0,M,24999
india,5,M,40627
india,10,M,38588
india,15,M,47921
india,20,M,92054
india,25,M,192911
india,30,M,250016
india,35,M,248424
india,40,M,207886
india,45,M,164354
india,50,M,127428
india,55,M,104109
india,60,M,90271
india,65,M,75740
india,70,M,55553
india,75,M,37322
india,80,M,19208
india,85,M,7206
india,90,M,3000
india,95,M,340
india,0,F,23314
india,5,F,42023
india,10,F,36615
india,15,F,43735
india,20,F,77684
india,25,F,194245
india,30,F,239301
india,35,F,224043
india,40,F,177892
india,45,F,136326
india,50,F,107891
india,55,F,89667
india,60,F,85335
india,65,F,70838
india,70,F,50356
india,75,F,32981
india,80,F,17211
india,85,F,9278
india,90,F,3762
india,95,F,569
iran,0,M,489
iran,5,M,1120
iran,10,M,1449
iran,15,M,3167
iran,20,M,5469
iran,25,M,11907
iran,30,M,16867
iran,35,M,16462
iran,40,M,13962
iran,45,M,15347
iran,50,M,19110
iran,55,M,24854
iran,60,M,24575
iran,65,M,18151
iran,70,M,11532
iran,75,M,8329
iran,80,M,6490
iran,85,M,3794
iran,90,M,2044
iran,95,M,114
iran,0,F,565
iran,5,F,1374
iran,10,F,1444
iran,15,F,2986
iran,20,F,4492
iran,25,F,9496
iran,30,F,16149
iran,35,F,17566
iran,40,F,14993
iran,45,F,17725
iran,50,F,19140
iran,55,F,21434
iran,60,F,18433
iran,65,F,14383
iran,70,F,11395
iran,75,F,9205
iran,80,F,8037
iran,85,F,4807
iran,90,F,2664
iran,95,F,110
italy,0,M,1816
italy,5,M,3045
italy,10,M,3429
italy,15,M,4683
italy,20,M,4995
italy,25,M,5361
italy,30,M,7961
italy,35,M,8039
italy,40,M,9027
italy,45,M,13613
italy,50,M,16342
italy,55,M,16901
italy,60,M,18181
italy,65,M,21067
italy,70,M,19983
italy,75,M,18967
italy,80,M,15265
italy,85,M,9722
italy,90,M,3244
italy,95,M,1315
italy,0,F,2109
italy,5,F,2807
italy,10,F,3068
italy,15,F,4486
italy,20,F,4422
italy,25,F,5035
italy,30,F,5575
italy,35,F,7269
italy,40,F,8319
italy,45,F,10573
italy,50,F,13051
italy,55,F,14791
italy,60,F,17060
italy,65,F,21251
italy,70,F,20816
italy,75,F,19475
italy,80,F,17770
italy,85,F,12352
italy,90,F,7613
italy,95,F,2928
japan,0,M,7842
japan,5,M,10232
japan,10,M,9752
japan,15,M,10402
japan,20,M,13682
japan,25,M,13260
japan,30,M,15178
japan,35,M,17685
japan,40,M,18646
japan,45,M,21543
japan,50,M,19555
japan,55,M,21483
japan,60,M,18920
japan,65,M,13439
japan,70,M,5784
japan,75,M,3320
japan,80,M,2186
japan,85,M,977
japan,90,M,523
japan,95,M,51
japan,0,F,7396
japan,5,F,10440
japan,10,F,9481
japan,15,F,10997
japan,20,F,13745
japan,25,F,13555
japan,30,F,20738
japan,35,F,24501
japan,40,F,31392
japan,45,F,31619
japan,50,F,28900
japan,55,F,27200
japan,60,F,24360
japan,65,F,19948
japan,70,F,12460
japan,75,F,10976
japan,80,F,12406
japan,85,F,10718
japan,90,F,3902
japan,95,F,381
korea,0,M,4394
korea,5,M,8812
korea,10,M,13007
korea,15,M,20223
korea,20,M,27478
korea,25,M,34724
korea,30,M,38436
korea,35,M,39635
korea,40,M,48679
korea,45,M,53457
korea,50,M,41604
korea,55,M,39603
korea,60,M,31311
korea,65,M,22964
korea,70,M,19510
korea,75,M,17315
korea,80,M,10295
korea,85,M,4022
korea,90,M,1508
korea,95,M,203
korea,0,F,3657
korea,5,F,8532
korea,10,F,11625
korea,15,F,19815
korea,20,F,27999
korea,25,F,35645
korea,30,F,48609
korea,35,F,55812
korea,40,F,63798
korea,45,F,67441
korea,50,F,57626
korea,55,F,61639
korea,60,F,53107
korea,65,F,40180
korea,70,F,32802
korea,75,F,24606
korea,80,F,15229
korea,85,F,8092
korea,90,F,4079
korea,95,F,502
mexico,0,M,37523
mexico,5,M,57043
mexico,10,M,99632
mexico,15,M,204561
mexico,20,M,325599
mexico,25,M,511015
mexico,30,M,683404
mexico,35,M,748132
mexico,40,M,773089
mexico,45,M,717050
mexico,50,M,598037
mexico,55,M,438520
mexico,60,M,322623
mexico,65,M,206717
mexico,70,M,133701
mexico,75,M,83604
mexico,80,M,50297
mexico,85,M,24039
mexico,90,M,12973
mexico,95,M,234
mexico,0,F,36118
mexico,5,F,56368
mexico,10,F,93779
mexico,15,F,185121
mexico,20,F,283089
mexico,25,F,420178
mexico,30,F,564297
mexico,35,F,673603
mexico,40,F,720169
mexico,45,F,671817
mexico,50,F,533402
mexico,55,F,407176
mexico,60,F,314168
mexico,65,F,217972
mexico,70,F,157032
mexico,75,F,106640
mexico,80,F,69737
mexico,85,F,37660
mexico,90,F,22519
mexico,95,F,319
philippines,0,M,5836
philippines,5,M,12640
philippines,10,M,21525
philippines,15,M,34183
philippines,20,M,40840
philippines,25,M,50348
philippines,30,M,57434
philippines,35,M,63921
philippines,40,M,78411
philippines,45,M,85720
philippines,50,M,80721
philippines,55,M,78296
philippines,60,M,72805
philippines,65,M,63335
philippines,70,M,45916
philippines,75,M,31577
philippines,80,M,17608
philippines,85,M,8036
philippines,90,M,4250
philippines,95,M,495
philippines,0,F,5015
philippines,5,F,11472
philippines,10,F,19441
philippines,15,F,31601
philippines,20,F,42089
philippines,25,F,63923
philippines,30,F,89777
philippines,35,F,102339
philippines,40,F,123421
philippines,45,F,129761
philippines,50,F,123838
philippines,55,F,124161
philippines,60,F,118725
philippines,65,F,100352
philippines,70,F,75012
philippines,75,F,50373
philippines,80,F,31985
philippines,85,F,17745
philippines,90,F,8061
philippines,95,F,608
poland,0,M,421
poland,5,M,721
poland,10,M,1488
poland,15,M,2990
poland,20,M,5303
poland,25,M,8361
poland,30,M,15492
poland,35,M,19755
poland,40,M,19125
poland,45,M,15679
poland,50,M,16571
poland,55,M,17830
poland,60,M,21923
poland,65,M,15238
poland,70,M,9469
poland,75,M,7273
poland,80,M,5072
poland,85,M,3242
poland,90,M,2246
poland,95,M,857
poland,0,F,316
poland,5,F,969
poland,10,F,973
poland,15,F,2852
poland,20,F,6276
poland,25,F,11783
poland,30,F,19263
poland,35,F,26232
poland,40,F,23243
poland,45,F,18190
poland,50,F,18808
poland,55,F,23302
poland,60,F,26048
poland,65,F,18465
poland,70,F,12326
poland,75,F,10718
poland,80,F,7716
poland,85,F,7153
poland,90,F,5442
poland,95,F,1665
russia,0,M,4680
russia,5,M,11654
russia,10,M,20832
russia,15,M,30013
russia,20,M,34899
russia,25,M,49497
russia,30,M,55493
russia,35,M,47638
russia,40,M,42489
russia,45,M,38526
russia,50,M,35801
russia,55,M,36117
russia,60,M,31106
russia,65,M,27198
russia,70,M,17734
russia,75,M,15713
russia,80,M,12789
russia,85,M,7112
russia,90,M,3818
russia,95,M,940
russia,0,F,4039
russia,5,F,9830
russia,10,F,17846
russia,15,F,29092
russia,20,F,37482
russia,25,F,62466
russia,30,F,70643
russia,35,F,57921
russia,40,F,56756
russia,45,F,51943
russia,50,F,46971
russia,55,F,45865
russia,60,F,42012
russia,65,F,34183
russia,70,F,24603
russia,75,F,25629
russia,80,F,20329
russia,85,F,12883
russia,90,F,7926
russia,95,F,2732
south_america,0,M,16031
south_america,5,M,27717
south_america,10,M,36014
south_america,15,M,58953
south_america,20,M,91155
south_america,25,M,115724
south_america,30,M,141969
south_america,35,M,158527
south_america,40,M,161494
south_america,45,M,153271
south_america,50,M,149780
south_america,55,M,129419
south_america,60,M,103799
south_america,65,M,70134
south_america,70,M,49581
south_america,75,M,32868
south_america,80,M,19527
south_america,85,M,9645
south_america,90,M,3698
south_america,95,M,1473
south_america,0,F,15642
south_america,5,F,27017
south_america,10,F,35114
south_america,15,F,57769
south_america,20,F,88041
south_america,25,F,123270
south_america,30,F,146488
south_america,35,F,179254
south_america,40,F,181848
south_america,45,F,179743
south_america,50,F,175414
south_america,55,F,156422
south_america,60,F,128522
south_america,65,F,92150
south_america,70,F,69934
south_america,75,F,50661
south_america,80,F,31190
south_america,85,F,17683
south_america,90,F,7638
south_america,95,F,2987
vietnam,0,M,4084
vietnam,5,M,6901
vietnam,10,M,10507
vietnam,15,M,17934
vietnam,20,M,24972
vietnam,25,M,30554
vietnam,30,M,34559
vietnam,35,M,39603
vietnam,40,M,72359
vietnam,45,M,87496
vietnam,50,M,78310
vietnam,55,M,66229
vietnam,60,M,54722
vietnam,65,M,39713
vietnam,70,M,28552
vietnam,75,M,18266
vietnam,80,M,11054
vietnam,85,M,6528
vietnam,90,M,2637
vietnam,95,M,130
vietnam,0,F,3674
vietnam,5,F,6042
vietnam,10,F,10645
vietnam,15,F,18069
vietnam,20,F,28335
vietnam,25,F,38327
vietnam,30,F,49316
vietnam,35,F,61868
vietnam,40,F,90354
vietnam,45,F,95555
vietnam,50,F,75017
vietnam,55,F,67922
vietnam,60,F,62001
vietnam,65,F,53152
vietnam,70,F,32390
vietnam,75,F,21326
vietnam,80,F,15479
vietnam,85,F,7538
vietnam,90,F,4743
vietnam,95,F,259
west_indies,0,M,11959
west_indies,5,M,26575
west_indies,10,M,41411
west_indies,15,M,65151
west_indies,20,M,86237
west_indies,25,M,108567
west_indies,30,M,115827
west_indies,35,M,124514
west_indies,40,M,134414
west_indies,45,M,131825
west_indies,50,M,136411
west_indies,55,M,126600
west_indies,60,M,110018
west_indies,65,M,80795
west_indies,70,M,55726
west_indies,75,M,36233
west_indies,80,M,20785
west_indies,85,M,11641
west_indies,90,M,4374
west_indies,95,M,1960
west_indies,0,F,12035
west_indies,5,F,25596
west_indies,10,F,39590
west_indies,15,F,62873
west_indies,20,F,86541
west_indies,25,F,115821
west_indies,30,F,130782
west_indies,35,F,154707
west_indies,40,F,164429
west_indies,45,F,172867
west_indies,50,F,182246
west_indies,55,F,165811
west_indies,60,F,143401
west_indies,65,F,107713
west_indies,70,F,79829
west_indies,75,F,56858
west_indies,80,F,37745
west_indies,85,F,22940
west_indies,90,F,7780
west_indies,95,F,5618
