"Date","Category","Net worth","Assets","Real estate","Consumer durables","Corporate equities and mutual fund shares","Pension entitlements","Private businesses","Other assets","Liabilities","Home mortgages","Consumer credit","Other liabilities"
"2009:Q4","GenX",8.8,13.7,19.5,23.8,8.7,12.2,10.8,9.8,35.5,35.2,40.6,12
"2009:Q4","Millennial",0.6,1.3,1.7,4.1,0.5,1.1,0.7,1,4.2,3.8,6.6,0.8
"2010:Q1","Silent",38.3,33.6,29.9,25.5,36.9,27.6,34.6,44.1,11.9,11.8,9.9,23.5
"2010:Q1","BabyBoom",52.3,51.5,48.5,46.3,53,58.7,53.2,47.3,48.2,49.1,41.3,61.3
"2010:Q1","GenX",8.7,13.5,19.6,23.6,9.6,12.7,11.5,7.6,35.3,35.2,40.4,14
"2010:Q1","Millennial",0.7,1.4,2,4.6,0.5,1.1,0.7,1.1,4.6,3.9,8.3,1.1
"2010:Q2","Silent",38,33.3,29.2,24.9,37.3,26.5,35.7,44.3,11.8,11.8,8.9,25.3
"2010:Q2","BabyBoom",52.6,51.8,48.6,46.8,53.1,59.4,53.2,47.5,48.1,48.8,42.3,60.2
"2010:Q2","GenX",8.5,13.4,19.8,23.6,8.7,13.3,10.2,7,35.5,35.4,40.8,13.3
"2010:Q2","Millennial",0.9,1.6,2.4,4.7,0.8,0.9,0.8,1.2,4.5,3.9,8,1.1
"2010:Q3","Silent",36.4,32.1,28.5,24.9,34.7,25.9,33.1,42.9,12,12,8.9,25.9
"2010:Q3","BabyBoom",53.7,52.6,49.9,46.5,54,59.5,54.9,48.2,47.8,48.9,40.8,60.7
"2010:Q3","GenX",9.2,13.8,19.4,23.2,10.7,13.8,11.2,7.6,35.3,35.3,40.3,12.3
"2010:Q3","Millennial",0.8,1.5,2.2,5.4,0.6,0.8,0.8,1.3,4.9,3.9,10.1,1
"2010:Q4","Silent",35.6,31.5,28.3,24.4,33.8,25.3,31.6,42.6,11.8,11.5,8.8,31.1
"2010:Q4","BabyBoom",52.9,51.9,48.8,46.4,54,59.8,54.6,45.5,47.1,48.3,40.4,56
"2010:Q4","GenX",10.7,14.9,20.4,23.5,11.7,14.1,13,10.4,35.3,35.6,39.3,11.9
"2010:Q4","Millennial",0.8,1.7,2.6,5.7,0.5,0.9,0.8,1.5,5.8,4.5,11.6,1.1
"2011:Q1","Silent",35.1,31.1,28.3,24,33.2,24.9,30.7,42,11.9,11.4,8.6,34.4
"2011:Q1","BabyBoom",53.3,52.2,48,46.3,53.9,59.9,54.2,47.6,46.7,48.3,39.1,53.1
"2011:Q1","GenX",10.7,14.9,20.8,23.8,12.5,14.2,14.3,8.8,35.5,36,39.2,11.5
"2011:Q1","Millennial",0.9,1.8,2.9,5.9,0.5,1,0.9,1.6,5.9,4.3,13,1.1
"2011:Q2","Silent",34.7,30.8,27.3,23.1,33.3,24.5,30.6,42.1,11.4,10.8,8.3,34.6
"2011:Q2","BabyBoom",53,51.8,47.1,46.7,53.6,60,53.5,47.2,46,47.5,39.2,52.5
"2011:Q2","GenX",11.2,15.3,21.8,24.4,12.5,14.4,14.9,9,36,36.7,39,11.8
"2011:Q2","Millennial",1.1,2,3.8,5.8,0.6,1.1,0.9,1.6,6.6,5,13.5,1.2
"2011:Q3","Silent",36,31.7,28,23.1,35.8,23.8,33.1,43,10.9,11,6.9,28.6
"2011:Q3","BabyBoom",52.6,51.6,47.8,46.7,52.5,60.3,51.8,47.1,47,48.3,40.8,55.2
"2011:Q3","GenX",10.3,14.8,21.3,24.4,10.5,14.6,14.1,8.4,36.2,36.4,40.2,14.7
"2011:Q3","Millennial",1.1,1.9,2.9,5.7,1.1,1.2,1,1.6,5.8,4.3,12,1.5
"2011:Q4","Silent",35.2,31.1,27.4,22.7,35,23.5,31.1,42.6,10.6,10.7,7.1,25.8
"2011:Q4","BabyBoom",52.1,51.2,47.7,46.6,52.4,60.4,52.1,44.8,46.5,47.8,39.8,56.1
"2011:Q4","GenX",11.5,15.7,21.8,24.6,11.5,14.6,15.7,10.9,36.4,36.8,39.4,16.3
"2011:Q4","Millennial",1.2,2.1,3.1,6.1,1.1,1.5,1,1.7,6.5,4.8,13.7,1.8
"2012:Q1","Silent",33.9,30,26.2,21.9,33.6,23.2,28.9,41.8,10.4,10.2,7.3,28.7
"2012:Q1","BabyBoom",52.8,51.6,47,46.6,52.5,60.5,52.6,46.4,45.3,46.8,38,53.9
"2012:Q1","GenX",12,16.1,22.8,25.1,13,14.7,17.5,9.9,36.9,37.7,38.6,15.5
"2012:Q1","Millennial",1.3,2.3,4,6.3,0.9,1.6,1.1,1.9,7.4,5.2,16,1.8
"2012:Q2","Silent",34,30.1,26.2,21.8,34.3,22.7,29.2,42,10.1,10.2,6.7,25
"2012:Q2","BabyBoom",52.6,51.5,46.9,46.5,51.9,60.6,51.9,47,45.6,47,38.6,55.5
"2012:Q2","GenX",11.9,16,22.9,25.2,12.8,14.9,17.8,9.1,37,37.7,38.6,17.4
"2012:Q2","Millennial",1.5,2.4,4,6.5,1.1,1.8,1.1,1.9,7.3,5,16.1,2.1
"2012:Q3","Silent",33.5,29.7,26.1,21.7,33.6,22.4,27.9,41.6,10,10,6.7,26.6
"2012:Q3","BabyBoom",52.5,51.3,47,46.2,51.7,60.7,52.1,46.1,45.4,47.1,38,54.8
"2012:Q3","GenX",12.6,16.5,23.1,25.3,13.6,15,18.8,10.2,36.9,37.6,38.4,16.5
"2012:Q3","Millennial",1.4,2.4,3.8,6.8,1.1,1.9,1.2,2.1,7.7,5.3,16.8,2.1
"2012:Q4","Silent",33.3,29.6,25.8,21.3,33.6,22,27.7,41.8,10,10,6,28.7
"2012:Q4","BabyBoom",52.2,51.1,47,46.2,51.3,60.7,51.8,45.5,45.4,47,38.4,53.3
"2012:Q4","GenX",13,16.8,23.4,25.6,14,15.3,19.3,10.6,37.1,38.2,37.9,15.9
"2012:Q4","Millennial",1.5,2.5,3.8,6.9,1.2,2,1.2,2.1,7.6,4.8,17.6,2.1
"2013:Q1","Silent",32,28.5,24.8,20.7,32.3,21.1,25.6,41.3,9.4,9,6.8,26.7
"2013:Q1","BabyBoom",52.6,51.3,46.6,46,51.5,61.4,52.3,45.7,44.6,46.2,37.2,55.3
"2013:Q1","GenX",14,17.5,24.1,26,15.3,15.6,20.9,10.8,37,38.1,38.2,15.8
"2013:Q1","Millennial",1.5,2.6,4.5,7.3,0.9,1.9,1.2,2.2,9,6.8,17.8,2.3
"2013:Q2","Silent",31.5,28.1,24.5,20.6,32.2,20.2,24.7,41.5,9,8.8,6.7,23.5
"2013:Q2","BabyBoom",52.9,51.7,47,45.7,51.1,61.9,52.4,46.3,44.7,46.2,37.3,57.4
"2013:Q2","GenX",14.1,17.6,24.2,26.1,15.7,15.9,21.6,9.7,37.1,38.2,37.8,16.5
"2013:Q2","Millennial",1.5,2.7,4.3,7.6,1,1.9,1.3,2.5,9.2,6.8,18.2,2.5
"2013:Q3","Silent",30.9,27.6,24.5,20.9,31.6,19.4,23.4,41.7,8.9,8.8,6.7,21.7
"2013:Q3","BabyBoom",52.9,51.7,48.2,45,51,62.4,52.7,44.7,45.2,46.9,37,59.6
"2013:Q3","GenX",14.9,18.2,23.7,26.2,16.5,16.5,22.5,11,36.9,38,37.8,16.1
"2013:Q3","Millennial",1.4,2.5,3.6,7.9,1,1.8,1.3,2.6,8.9,6.3,18.5,2.6
"2013:Q4","Silent",29.9,26.9,24.6,20.9,30.7,18.8,22.5,40.1,9.3,8.9,7.1,26
"2013:Q4","BabyBoom",53.2,51.9,47.2,44.8,51.8,62.8,53.7,44.4,44.2,46.3,35.3,55.3
"2013:Q4","GenX",15.5,18.5,24.1,25.7,16.6,16.6,22.5,12.3,36.6,38,36.8,15.9
"2013:Q4","Millennial",1.5,2.7,4.1,8.7,0.9,1.8,1.3,3.2,9.9,6.8,20.8,2.7
"2014:Q1","Silent",29.3,26.4,24,20.4,30.1,18.7,22.8,38.9,9.2,8.7,6.9,26.5
"2014:Q1","BabyBoom",53.7,52.2,46.5,45,52.4,62.8,53.9,46.3,43.2,45.3,34.3,53.9
"2014:Q1","GenX",15.3,18.4,24.6,25.5,16.6,16.6,22,11.4,37,38.4,36.9,16.6
"2014:Q1","Millennial",1.7,3,4.9,9.2,0.9,1.9,1.3,3.4,10.7,7.6,21.9,2.9
"2014:Q2","Silent",28.7,26,23.9,20.2,29.5,18.5,22.4,37.9,9.6,8.8,6.9,31.7
"2014:Q2","BabyBoom",54.1,52.5,46.6,44.8,53,62.8,54.4,46.6,42.4,44.9,33.4,50.5
"2014:Q2","GenX",15.4,18.4,24.5,25.2,16.7,16.6,21.9,11.8,36.7,38.5,36.3,15
"2014:Q2","Millennial",1.8,3.1,5,9.7,0.8,2.1,1.3,3.7,11.3,7.8,23.4,2.8
"2014:Q3","Silent",28.4,25.7,23.3,19.7,29.5,18.4,22.9,37.2,9.5,8.6,6.6,33.6
"2014:Q3","BabyBoom",54.6,52.7,46.5,45,53.2,62.8,54.6,48,41.6,44,33,49.1
"2014:Q3","GenX",15.1,18.2,24.7,25.2,16.3,16.5,21.2,10.9,37,38.9,36.6,14.4
"2014:Q3","Millennial",2,3.4,5.5,10.1,1,2.4,1.4,4,11.9,8.5,23.9,2.8
"2014:Q4","Silent",27.7,25.2,22.6,19.2,29,18.1,22.6,36.1,9.2,8.3,6.6,32.8
"2014:Q4","BabyBoom",54.7,52.7,46.3,45,53.6,62.9,55.1,47.4,40.7,43,32.3,49
"2014:Q4","GenX",15.4,18.5,25.1,25.2,16.3,16.3,20.9,12.4,37.3,39.3,36.2,15.1
"2014:Q4","Millennial",2.1,3.6,6.1,10.6,1,2.6,1.4,4.1,12.8,9.4,24.9,3.1
"2015:Q1","Silent",27.3,24.8,22.1,18.7,28.6,18,22.9,35.3,8.9,8,6.5,32.1
"2015:Q1","BabyBoom",55.1,53,46.1,45.1,54,62.8,55.3,48.6,39.9,42.1,31.6,48.8
"2015:Q1","GenX",15.3,18.4,25.3,25.2,16.4,16.5,20.4,11.8,37.5,39.5,36.6,15.7
"2015:Q1","Millennial",2.2,3.8,6.5,11,1,2.7,1.4,4.3,13.6,10.3,25.2,3.4
"2015:Q2","Silent",27,24.5,21.6,18.1,28.5,17.8,23.2,34.8,8.8,7.8,6.3,32.7
"2015:Q2","BabyBoom",55.4,53.2,46.2,45.3,54.3,62.8,55.5,49.2,39.2,41.3,31.6,48.1
"2015:Q2","GenX",15.2,18.3,25.4,25.4,16.1,16.6,19.8,11.1,37.8,39.9,36.6,15.6
"2015:Q2","Millennial",2.4,4.1,6.8,11.2,1.1,2.9,1.5,4.9,14.3,11,25.6,3.6
"2015:Q3","Silent",27.4,24.7,22,18.1,29,17.6,24.7,34.5,8.4,8.1,5.5,28.1
"2015:Q3","BabyBoom",55.4,53.2,46.6,45.3,54.3,62.5,55.1,49.8,39.6,41.6,32.2,49.3
"2015:Q3","GenX",14.6,17.9,24.9,25.2,15.2,16.8,18.6,10.6,38,39.6,37.4,18.3
"2015:Q3","Millennial",2.6,4.2,6.4,11.3,1.5,3.1,1.5,5.1,14.1,10.8,24.9,4.3
"2015:Q4","Silent",26.7,24.2,22,18.3,28.6,17.5,23.8,33,8.6,8.2,5.9,27.3
"2015:Q4","BabyBoom",55.4,53.2,46.8,45,54.6,62.6,55.8,48.8,39.2,41.5,30.7,48.8
"2015:Q4","GenX",15.1,18.2,24.8,24.9,15.4,16.6,18.9,12.7,37.9,39.5,37.1,19.1
"2015:Q4","Millennial",2.8,4.3,6.4,11.8,1.4,3.4,1.5,5.5,14.3,10.8,26.2,4.8
"2016:Q1","Silent",26.4,23.9,21.6,17.8,28.4,17.3,23.8,32.3,8.2,7.8,5.9,25.7
"2016:Q1","BabyBoom",55.9,53.5,46.7,45.1,54.9,62.5,56,50.2,38.4,40.7,30.1,48.5
"2016:Q1","GenX",14.9,18.1,25,25.1,15.2,16.7,18.7,11.7,38.2,39.7,37.5,20.4
"2016:Q1","Millennial",2.9,4.5,6.8,12.1,1.5,3.5,1.6,5.7,15.1,11.7,26.6,5.3
"2016:Q2","Silent",25.8,23.4,20.9,16.9,28,17.1,23.5,31.6,7.9,7.2,5.9,27.4
"2016:Q2","BabyBoom",56.3,53.7,46.2,45.4,55.2,62.4,56.5,51.6,37.2,39.2,29.8,47
"2016:Q2","GenX",14.9,18.1,25.5,25.3,15.3,16.8,18.4,11,38.6,40.4,37.3,20.1
"2016:Q2","Millennial",3,4.8,7.5,12.4,1.5,3.6,1.6,5.9,16.3,13.1,27.1,5.5
"2016:Q3","Silent",25.6,23.3,21.9,17.6,27.5,16.9,23.1,30.5,8.4,7.7,5.9,29.9
"2016:Q3","BabyBoom",56.5,53.9,46.3,44.9,55.5,62.4,57,52,37.6,40.2,29.2,45
"2016:Q3","GenX",15,18.1,24.9,24.7,15.6,16.9,18.2,11.5,38.1,39.8,37.3,19.6
"2016:Q3","Millennial",2.9,4.7,6.9,12.8,1.5,3.8,1.6,5.9,15.9,12.3,27.6,5.6
"2016:Q4","Silent",25.5,23.2,21.8,17.8,27.5,16.7,22.8,30.3,8.3,7.9,5.9,27.5
"2016:Q4","BabyBoom",56.2,53.7,47,44.3,55.3,62.5,57.1,50.2,37.9,40.5,29.1,47.1
"2016:Q4","GenX",15.3,18.4,24.7,24.8,15.7,16.8,18.5,13.2,37.9,39.6,37,19.7
"2016:Q4","Millennial",3,4.7,6.5,13.1,1.5,4.1,1.6,6.2,15.9,12.1,28,5.7
"2017:Q1","Silent",25.1,22.9,21.6,17.5,27.4,16.4,22,30.2,8.3,7.8,6.2,27.3
"2017:Q1","BabyBoom",56.4,53.9,47.1,44,55.2,62.6,57.4,50.8,37.6,40.3,28.2,48.1
"2017:Q1","GenX",15.5,18.4,24.8,25.2,16,16.8,19,12.8,38,39.8,36.9,19
"2017:Q1","Millennial",3,4.7,6.5,13.3,1.4,4.2,1.7,6.3,16.1,12.1,28.7,5.6
"2017:Q2","Silent",25.1,22.9,21.8,17.6,27.3,16.1,21.8,30.2,8.4,7.8,6.2,26.9
"2017:Q2","BabyBoom",56.4,53.9,47.5,43.5,55.1,62.7,57.4,50.6,37.7,40.4,28.1,48.9
"2017:Q2","GenX",15.6,18.5,24.7,25.2,16.1,16.9,19.1,12.7,37.8,39.7,36.5,18.6
"2017:Q2","Millennial",3,4.7,6,13.7,1.4,4.3,1.7,6.5,16.1,12,29.1,5.6
"2017:Q3","Silent",25,22.8,22,17.8,27.2,15.8,21.3,30.2,8.4,8,6.3,26.3
"2017:Q3","BabyBoom",56.4,54,47.8,43,55,62.8,57.7,50.3,37.8,40.8,27.7,49.7
"2017:Q3","GenX",15.7,18.6,24.5,25.1,16.4,17,19.3,13,37.7,39.6,36.4,18.3
"2017:Q3","Millennial",2.9,4.6,5.7,14.1,1.4,4.4,1.7,6.5,16,11.7,29.6,5.7
"2017:Q4","Silent",24.7,22.6,22.3,18.1,27,15.6,20.4,29.5,8.8,8.2,6.6,28.6
"2017:Q4","BabyBoom",56.3,54,48,42.4,55,62.9,58.2,49.8,38,41.3,27.1,49.2
"2017:Q4","GenX",16.1,18.8,24.3,25.1,16.7,16.9,19.7,14,37.3,39.4,35.8,16.8
"2017:Q4","Millennial",2.9,4.6,5.3,14.4,1.3,4.7,1.7,6.8,15.9,11.1,30.5,5.4
"2018:Q1","Silent",24.7,22.7,22.4,17.8,27.2,15.3,20.7,29.5,8.8,8.3,6.2,28.7
"2018:Q1","BabyBoom",56.5,54.1,48.2,42.4,54.8,62.8,58,50.9,37.9,41.3,26.9,49.3
"2018:Q1","GenX",15.9,18.6,24.3,25.4,16.6,17.1,19.5,12.9,37.4,39.5,36.1,16.6
"2018:Q1","Millennial",3,4.6,5.2,14.4,1.4,4.8,1.7,6.7,15.8,10.9,30.8,5.4
"2018:Q2","Silent",24.5,22.6,22.5,17.8,27.2,15,20.5,29.2,8.8,8.4,6.3,27.8
"2018:Q2","BabyBoom",56.6,54.2,48.4,42.1,54.7,63,58.2,51.1,38,41.4,26.6,49.8
"2018:Q2","GenX",15.9,18.6,24.2,25.5,16.7,17.1,19.6,13,37.3,39.5,35.6,16.8
"2018:Q2","Millennial",3,4.6,4.8,14.6,1.4,4.9,1.8,6.8,15.8,10.7,31.4,5.6
"2018:Q3","Silent",24.1,22.2,22.7,17.9,27,14.7,19.2,28.2,9,8.4,6.7,28
"2018:Q3","BabyBoom",56.9,54.5,48.6,41.6,54.7,63.2,58.8,51.9,37.8,41.5,25.9,50
"2018:Q3","GenX",16,18.7,24.1,25.6,17,16.7,20.3,13.2,37.2,39.5,35.2,16.4
"2018:Q3","Millennial",3,4.6,4.6,14.9,1.3,5.3,1.8,6.8,16,10.5,32.2,5.6
"2018:Q4","Silent",25.1,23,23,17.7,28.3,14.6,22,29.6,8.5,8.7,5.2,23.7
"2018:Q4","BabyBoom",56.2,53.9,48.8,42.1,54,62.6,57.5,50.7,38.8,42.2,27.7,51.7
"2018:Q4","GenX",15.5,18.4,23.8,25.8,15.8,17.6,18.5,12.7,37.4,39.2,36.3,18.3
"2018:Q4","Millennial",3.2,4.8,4.3,14.4,1.9,5.2,1.9,7,15.3,10,30.8,6.3
"2019:Q1","Silent",24.1,22.1,22.3,17.1,27.5,14.3,20,28.1,8.4,8.2,6.1,23.5
"2019:Q1","BabyBoom",56.5,54.1,48.3,41.8,54.2,63,58.5,51.3,37.6,41.1,26,52
"2019:Q1","GenX",16.2,18.9,24.4,26.2,16.7,17.2,19.7,13.6,37.6,39.8,35.5,18.1
"2019:Q1","Millennial",3.2,4.9,5,14.8,1.6,5.4,1.9,7,16.4,10.9,32.4,6.4
"2019:Q2","Silent",23.8,21.9,22.3,16.9,27.3,14,19.5,27.7,8.4,8.1,6.2,23.7
"2019:Q2","BabyBoom",56.7,54.3,48.6,41.6,54.2,63.2,58.9,51.4,37.4,40.9,25.7,51.9
"2019:Q2","GenX",16.3,19,24.4,26.4,16.9,17.2,19.8,13.8,37.6,40,35.1,17.9
"2019:Q2","Millennial",3.2,4.9,4.8,15,1.5,5.6,1.8,7.1,16.6,11,33,6.5
